service_id,person_id,service_type,service_date,year,month,quarter,foodpounds,mealcount,food_pounds_per_person,data_source,benefit_amount,food_value,benefit_per_person,unified_service_id,service_location
105,1015,WIC,2024-03-31,2024,3,1,31.6425782679994,,31.6425782679994,AgencyExpress,253.8424074702374,79.1064456699985,126.9212037351187,179,WIC Clinic East
106,1015,Mobile Pantry,2024-02-01,2024,2,1,55.81395742914403,,55.81395742914403,AgencyExpress,215.03626958532135,139.53489357286008,35.83937826422023,180,Community Resource Center
107,1015,SNAP,2024-03-26,2024,3,1,33.750458855177875,,33.750458855177875,AgencyExpress,273.6837467401903,84.37614713794468,54.73674934803806,181,SNAP Office North
108,1015,Senior Meals,2024-01-09,2024,1,1,45.8822892481945,,45.8822892481945,AgencyExpress,252.5001014911633,114.70572312048624,50.50002029823266,182,Community Resource Center
109,1016,Food Bank,2024-03-02,2024,3,1,18.18530235847268,,18.18530235847268,AgencyExpress,226.55081577778813,45.46325589618169,56.63770394444703,183,Community Resource Center
110,1016,Mobile Pantry,2024-03-11,2024,3,1,55.73984490615946,,55.73984490615946,AgencyExpress,167.05678017178982,139.34961226539866,55.68559339059661,184,Community Resource Center
111,1016,SNAP,2024-02-08,2024,2,1,31.72006804219634,,31.72006804219634,AgencyExpress,238.49886213342583,79.30017010549085,119.24943106671292,185,SNAP Office South
112,1016,WIC,2024-02-27,2024,2,1,64.07789795851325,,64.07789795851325,AgencyExpress,192.95471170296477,160.1947448962831,48.23867792574119,186,WIC Clinic West
113,1016,Senior Meals,2024-03-16,2024,3,1,24.717251104479352,,24.717251104479352,AgencyExpress,184.41264363336683,61.79312776119838,26.34466337619526,187,Community Resource Center
114,1016,Food Bank,2024-01-29,2024,1,1,32.03190501507438,,32.03190501507438,AgencyExpress,72.07717293114756,80.07976253768595,18.01929323278689,188,Community Resource Center
115,1017,SNAP,2024-03-08,2024,3,1,34.59928457239424,,34.59928457239424,AgencyExpress,242.155243468881,86.4982114309856,121.0776217344405,189,SNAP Office Downtown
116,1017,Senior Meals,2024-04-23,2024,4,2,70.86614451785887,,70.86614451785887,AgencyExpress,287.1377006623964,177.16536129464717,57.42754013247927,190,Community Resource Center
117,1017,WIC,2024-03-05,2024,3,1,10.0,,10.0,AgencyExpress,193.05633475870744,25.0,96.52816737935372,191,WIC Clinic Central
118,1017,Food Bank,2024-03-28,2024,3,1,57.43233561008255,,57.43233561008255,AgencyExpress,178.50814859105233,143.5808390252064,35.70162971821047,192,Community Resource Center
119,1017,Backpack Program,2024-03-11,2024,3,1,18.68015048596033,,18.68015048596033,AgencyExpress,261.7209765751385,46.700376214900814,43.62016276252308,193,Community Resource Center
120,1017,Senior Meals,2024-04-05,2024,4,2,40.13219000070188,,40.13219000070188,AgencyExpress,139.4964147248241,100.33047500175468,139.4964147248241,194,Community Resource Center
121,1017,Senior Meals,2024-02-13,2024,2,1,51.387320950052505,,51.387320950052505,AgencyExpress,134.93855986377454,128.46830237513126,26.98771197275491,195,Community Resource Center
122,1018,WIC,2024-04-28,2024,4,2,65.88155471144478,,65.88155471144478,AgencyExpress,166.07752582213723,164.70388677861197,33.21550516442745,196,WIC Clinic East
123,1018,WIC,2024-04-24,2024,4,2,30.607463328707556,,30.607463328707556,AgencyExpress,171.86681212058016,76.51865832176888,28.64446868676336,197,WIC Clinic East
124,1018,SNAP,2024-02-03,2024,2,1,60.29932386384501,,60.29932386384501,AgencyExpress,198.6653411004405,150.74830965961252,66.22178036681349,198,SNAP Office North
125,1018,Mobile Pantry,2024-01-24,2024,1,1,22.236852630808414,,22.236852630808414,AgencyExpress,143.71637176730587,55.59213157702104,23.952728627884312,199,Community Resource Center
126,1018,Mobile Pantry,2024-03-15,2024,3,1,38.24099766887985,,38.24099766887985,AgencyExpress,239.38629316314135,95.60249417219964,119.69314658157067,200,Community Resource Center
127,1018,Mobile Pantry,2024-03-09,2024,3,1,54.96531959223082,,54.96531959223082,AgencyExpress,50.0,137.41329898057705,8.333333333333334,201,Community Resource Center
128,1018,Senior Meals,2024-04-23,2024,4,2,26.02246402784012,,26.02246402784012,AgencyExpress,235.6709951163304,65.05616006960031,39.278499186055065,202,Community Resource Center
129,1018,WIC,2024-03-21,2024,3,1,35.0642311715536,,35.0642311715536,AgencyExpress,166.71994318226868,87.66057792888401,27.78665719704478,203,WIC Clinic East
130,1018,WIC,2024-02-13,2024,2,1,44.05427409776966,,44.05427409776966,AgencyExpress,209.89596250316964,110.13568524442414,52.47399062579241,204,WIC Clinic East
131,1018,Mobile Pantry,2024-04-07,2024,4,2,47.336839620844536,,47.336839620844536,AgencyExpress,105.73300560535256,118.34209905211134,17.62216760089209,205,Community Resource Center
132,1018,Mobile Pantry,2024-04-19,2024,4,2,34.7539643986324,,34.7539643986324,AgencyExpress,328.72549056178013,86.884910996581,65.74509811235603,206,Community Resource Center
133,1019,Food Bank,2024-02-06,2024,2,1,20.16812813061636,,20.16812813061636,AgencyExpress,50.0,50.42032032654089,7.142857142857143,207,Community Resource Center
134,1019,Backpack Program,2024-04-26,2024,4,2,61.976053662952765,,61.976053662952765,AgencyExpress,114.69392883225191,154.94013415738192,16.384846976035988,208,Community Resource Center
135,1019,Food Bank,2024-04-06,2024,4,2,61.22857444581657,,61.22857444581657,AgencyExpress,286.6553249139222,153.07143611454143,71.66383122848055,209,Community Resource Center
136,1019,Mobile Pantry,2024-01-08,2024,1,1,37.71169690629954,,37.71169690629954,AgencyExpress,291.37856586337546,94.27924226574886,48.563094310562576,210,Community Resource Center
137,1019,Backpack Program,2024-01-23,2024,1,1,54.88340036453474,,54.88340036453474,AgencyExpress,115.85518812515762,137.20850091133684,23.171037625031524,211,Community Resource Center
138,1020,Senior Meals,2024-02-13,2024,2,1,25.49917572962245,,25.49917572962245,AgencyExpress,391.0539090308405,63.74793932405613,65.17565150514008,212,Community Resource Center
139,1020,Backpack Program,2024-03-17,2024,3,1,23.950757035864346,,23.950757035864346,AgencyExpress,240.3138161800315,59.87689258966086,48.0627632360063,213,Community Resource Center
140,1020,Backpack Program,2024-02-03,2024,2,1,31.23694494872848,,31.23694494872848,AgencyExpress,190.67174554973167,78.0923623718212,95.33587277486586,214,Community Resource Center
141,1020,Food Bank,2024-02-27,2024,2,1,49.34143112341828,,49.34143112341828,AgencyExpress,155.73842952061176,123.3535778085457,77.86921476030588,215,Community Resource Center
142,1020,Backpack Program,2024-04-01,2024,4,2,51.74163861793111,,51.74163861793111,AgencyExpress,177.6212298472118,129.35409654482777,44.40530746180295,216,Community Resource Center
143,1020,SNAP,2024-04-06,2024,4,2,22.323181056169904,,22.323181056169904,AgencyExpress,118.04053297459534,55.80795264042476,39.34684432486511,217,SNAP Office Downtown
144,1020,Mobile Pantry,2024-04-16,2024,4,2,37.65589197933026,,37.65589197933026,AgencyExpress,129.83445219545007,94.13972994832564,21.639075365908344,218,Community Resource Center
145,1020,Backpack Program,2024-04-16,2024,4,2,19.96469382859465,,19.96469382859465,AgencyExpress,322.28577592730926,49.91173457148663,80.57144398182731,219,Community Resource Center
