DONATIONNUMBER,ITEMNUMBER,ITEMDESCRIPTION,DONATIONREASON,PACK,SIZE_,SIZEUOM,PACKAGINGTYPE,UNITOFMEASURE,QUANTITY,QUANTITYPERPALLET,TOTALPALLETS,GROSSWEIGHT,TOTALGROSSWEIGHT,NETWEIGHT,CUBE,STORAGEREQUIREMENT,MANUFACTUREDATE,EXPIRATIONDATE,SHELFLIFE,EXTENSION,USEBYDATE,BILLOFLADINGNUMBER,STATUS,CODEDATETYPE,MAGREFNUMBER
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,7000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,8000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,9000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,10000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,11000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,12000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,13000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,14000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,15000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,16000
WD18010136,ANMTRYTWT,TRY WHT BRD 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,17000
WD18010136,ANMTRYHBN,TRY HOT BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,18000
WD18010136,ANMTRYHBN1,TRY HAM BN 16oz,Discontinued Item,/,,,,,20.0,30.0,0.666666666666667,30.0,600.0,,,DRY,10/20/2018,,,,10/20/2018,,,,19000
WD18010137,CG 77001,LQD Choc Syrup,Seasonal Item,/,,,,,500.0,60.0,8.33333333333333,24.0,12000.0,,,Refrigerated,1/20/2018,,,90,1/20/2018,,,,1000
WD18010137,CG 77002,LQD Rasp Syrup,Seasonal Item,/,,,,,500.0,60.0,8.33333333333333,24.0,12000.0,,,Refrigerated,1/20/2018,,,90,1/20/2018,,,,2000
WD18010138,CMPBLKCH,BLK SP CHIX NDL,Discontinued Item,/,,,,,1.0,1.0,1.0,500.0,500.0,,,DRY,10/20/2018,,,,10/20/2018,,,,1000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,2000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,3000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,4000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,5000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,6000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,7000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,8000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,9000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,10000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,11000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,12000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,13000
WD18010138,CMPCSCHIX,CHIK SP NDL 18oz,Discontinued Item,/,,,,,561.0,30.0,18.7,30.0,16830.0,,,DRY,10/20/2018,,,,10/20/2018,,,,14000
WD18010138,CMPCSBFBRT,BEEF SP PTO 18oz,Discontinued Item,/,,,,,399.0,30.0,13.3,30.0,11970.0,,,DRY,10/20/2018,,,,10/20/2018,,,,15000
WD18010138,CMPCSTMT,TOMT SP 18oz,Discontinued Item,/,,,,,775.0,30.0,25.8333333333333,30.0,23250.0,,,DRY,10/20/2018,,,,10/20/2018,,,,16000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,23000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,20000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,21000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,22000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,24000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,25000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,26000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,27000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,28000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,29000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,30000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,31000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,32000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,33000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,34000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,35000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,36000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,37000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,38000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,39000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,40000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,41000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,42000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,43000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,44000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,45000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,46000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,47000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,48000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,49000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,50000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,51000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,52000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,53000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,54000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,55000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,56000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,57000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,58000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,59000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,60000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,61000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,62000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,63000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,64000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,65000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,66000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,67000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,68000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,69000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,70000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,71000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,72000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,73000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,74000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,75000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,76000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,77000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,78000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,79000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,80000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,81000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,82000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,83000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,84000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,85000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,86000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,87000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,88000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,89000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,90000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,91000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,92000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,93000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,94000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,95000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,96000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,97000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,98000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,99000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,100000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,101000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,102000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,103000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,104000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,105000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,106000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,107000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,108000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,109000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,110000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,111000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,112000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,113000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,114000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,115000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,116000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,117000
WD18020051,Chk636T345,LRG WNG Bulk,Discontinued Item,/ Bag,,Bag,,Case,1.0,1.0,1.0,500.0,500.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,118000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,119000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,120000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,121000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,122000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,123000
WD18020051,Chk63F543,BNIN BRST LRG SKNON,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,25.0,250.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,124000
WD18020051,Chk636T3,SML WING CSE,Discontinued Item,/ Bag,,Bag,,Carton,10.0,50.0,0.2,30.0,300.0,,,FROZEN,10/20/2018,,,,10/20/2018,,,,125000
WD18020051,Chk63F321,BNLS BRST LRG SKNLS,Discontinued Item,/ Bag,,Bag,,Case,10.0,50.0,0.2,20.0,200.0,,,FROZEN,10/20/2017,,,,10/20/2017,,,,126000
