ORG_ID,NAME,PRINTABLE_NAME,STATUS_FLAG,E_MAIL,DESCRIPTION,ONE_APPROVER_FLAG,FINAL_AMOUNT,CURRENCY,CURRENCY_PATTERN,FLOAT_PATTERN,GROUP_SEPARATOR,GROUP_SIZE,DECIMAL_CHAR,LANGUAGE,COUNTRY,VARIANT,TIME_ZONE,DOMAIN,URL,DIVISION_ID,EXTERNAL_ID,DUNS_NUMBER,TAX_ID,INDUSTRY_CODE,CONTACT_NAME,ORG_TYPE,CUSTOM_TYPE,CREATED_TIME,CREATED_BY,MODIFIED_TIME,MODIFIED_BY,SYS_FLAGS,PATH,YEARS_IN_BUSINESS,INDUSTRY_VAL_NUM,ANNUAL_REV_VID,EMP_COUNT_VID,OCA,PARENT_ORG_ID,FINAL_APPROVER_ID,ADMIN_USER_ID,SUPPLIER_ID,MASTER_ORG_ID,ONLINEORDERSTATUS,QUESTIONNAIREGROUPCODE,DELIVERYZONE,CREDITLIMIT,HOLDCODE,ISACTIVEFORAE4
ORG_00004JQM,0014P243ASH,Cleveland Co. Abuse Prevention,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:47:05,USER_00000001,2002-08-22 11:15:13,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JP1.ORG_00004JQM,0.0,0.0,0.0,0.0,11,ORG_00004JP1,,,,ORG_00004J5D,,,,,,
ORG_00004JQN,0014264BSK,Comm. Out. Christ. Min./Soup K,I,jubileenet@hotmail.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:47:16,USER_00000001,2002-10-31 13:41:14,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JQN,0.0,0.0,0.0,0.0,21,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JQO,0014P243BSH,Cleveland Co Coalition Homeles,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:47:26,USER_00000001,2002-08-16 18:07:23,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JP3.ORG_00004JQO,0.0,0.0,0.0,0.0,8,ORG_00004JP3,,,,ORG_00004J5D,,,,,,
ORG_00004JQP,0014265AP,Faith Assembly Love Center,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:47:36,USER_00000001,2002-11-14 11:49:39,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JQP,0.0,0.0,0.0,0.0,15,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JQQ,0014P248AP,Chase Corner UMC Ministries,I,frephillips@yahoo.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:47:46,USER_00000001,2003-02-13 08:29:44,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JP5.ORG_00004JQQ,0.0,0.0,0.0,0.0,24,ORG_00004JP5,,,,ORG_00004J5D,,,,,,
ORG_00004JQR,0014267AOSR,Howells Center/Residential,I,elroy44@aol.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:48:00,USER_00000001,2002-10-26 11:49:46,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JQR,0.0,0.0,0.0,0.0,15,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JQS,0014P249AP,Covenant Christian Church,I,cccm@twave.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:48:10,USER_00000001,2002-10-23 21:05:03,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JP7.ORG_00004JQS,0.0,0.0,0.0,0.0,11,ORG_00004JP7,,,,ORG_00004J5D,,,,,,
ORG_00004JQT,0014270AP,P.A.T.H.,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:48:20,USER_00000001,2002-08-16 18:07:30,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JQT,0.0,0.0,0.0,0.0,9,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JQU,0014P252AP,Burke United Christian Min.,I,mramsey@hci.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:48:30,USER_00000001,2003-02-13 08:29:47,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JP9.ORG_00004JQU,0.0,0.0,0.0,0.0,28,ORG_00004JP9,,,,ORG_00004J5D,,,,,,
ORG_00004JQV,0014271AP,Faith Food Ministry,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:48:40,USER_00000001,2002-12-12 08:29:54,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JQV,0.0,0.0,0.0,0.0,24,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JR0,0014P252BSK,BUCM/Soup Kitchen,A,mramsey@hci.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:48:50,USER_00000001,2003-02-13 08:29:46,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JPB.ORG_00004JR0,0.0,0.0,0.0,0.0,18,ORG_00004JPB,,,,ORG_00004J5D,,,,,,
ORG_00004JR1,0014274AOSR,Rutherford Ctr/Tri-City GH,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:49:00,USER_00000001,2003-01-10 13:00:16,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JR1,0.0,0.0,0.0,0.0,15,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JR2,0014P256AP,Evangel Temple Assembly of God,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:49:10,USER_00000001,2002-08-16 18:07:25,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JPD.ORG_00004JR2,0.0,0.0,0.0,0.0,8,ORG_00004JPD,,,,ORG_00004J5D,,,,,,
ORG_00004JR3,0014276AP,Harbor Baptist Church,I,harborjrf@juno.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:49:20,USER_00000001,2002-10-26 11:42:27,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JR3,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JR4,0014P257ADC,New Testament Adult Day Care,I,ntbcadultcare@att.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:49:31,USER_00000001,2003-02-13 08:29:36,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JPF.ORG_00004JR4,0.0,0.0,0.0,0.0,30,ORG_00004JPF,,,,ORG_00004J5D,,,,,,
ORG_00004JR5,0014278AP,Fort Mill Care Center,I,jjarnold@cetlink.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:49:41,USER_00000001,2003-01-21 21:25:24,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JR5,0.0,0.0,0.0,0.0,21,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JR6,0014P257BP,New Testament Baptist/Pantry,I,ntbcadultcare@att.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:49:54,USER_00000001,2003-02-13 08:30:16,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JPH.ORG_00004JR6,0.0,0.0,0.0,0.0,28,ORG_00004JPH,,,,ORG_00004J5D,,,,,,
ORG_00004JR7,0014281AP,Dallas Christian Ministries,I,dhscsm@yahoo.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:50:04,USER_00000001,2003-01-16 18:12:01,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JR7,0.0,0.0,0.0,0.0,18,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JR8,0014P259AOSR,MH/Catawba/Hickory GH,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:50:16,USER_00000001,2002-08-16 18:07:26,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JPJ.ORG_00004JR8,0.0,0.0,0.0,0.0,8,ORG_00004JPJ,,,,ORG_00004J5D,,,,,,
ORG_00004JR9,0014282AP,Gloryland Baptist Church,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:50:26,USER_00000001,2002-08-16 18:07:33,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JR9,0.0,0.0,0.0,0.0,9,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JRA,0014P259BOSR,MH/Catawba/Maiden GH,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:50:36,USER_00000001,2002-08-16 18:07:27,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JPL.ORG_00004JRA,0.0,0.0,0.0,0.0,8,ORG_00004JPL,,,,ORG_00004J5D,,,,,,
ORG_00004JH0,0014P095ASR,Options of Albemarle,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:02:46,USER_00000001,2003-01-15 20:50:21,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFB.ORG_00004JH0,0.0,0.0,0.0,0.0,17,ORG_00004JFB,,,,ORG_00004J5D,,,,,,
ORG_00004JH1,0014101NAP,CIS/Cleveland/Pantry,I,cis@carolina.rr.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:02:52,USER_00000001,2002-11-01 12:15:14,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JH1,0.0,0.0,0.0,0.0,21,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JH2,0014P096AOSR,Foothills/Detox,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:02:59,USER_00000001,2002-08-16 18:06:07,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFD.ORG_00004JH2,0.0,0.0,0.0,0.0,8,ORG_00004JFD,,,,ORG_00004J5D,,,,,,
ORG_00004JH3,0014103AP,NE Seventh Day Adventist,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:03:05,USER_00000001,2002-10-26 11:42:51,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JH3,0.0,0.0,0.0,0.0,18,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JH4,0014P096BOSR,Foothills/Burgess Group Home,I,cstamey@foothills-bhc.org,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:03:12,USER_00000001,2003-01-16 17:16:13,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFF.ORG_00004JH4,0.0,0.0,0.0,0.0,14,ORG_00004JFF,,,,ORG_00004J5D,,,,,,
ORG_00004JH5,0014104AP,Operation Reach-Out,I,gowgf@aol.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:03:18,USER_00000001,2003-01-16 17:16:08,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JH5,0.0,0.0,0.0,0.0,18,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JH6,0014P096EOSR,Foothills/McNairy Group Home,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:03:25,USER_00000001,2002-10-09 15:03:20,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFH.ORG_00004JH6,0.0,0.0,0.0,0.0,11,ORG_00004JFH,,,,ORG_00004J5D,,,,,,
ORG_00004JH7,0014107AP,True Holiness Church,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:03:31,USER_00000001,2002-11-12 12:39:40,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JH7,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JH8,0014P096GOSR,Foothills/Respite Care Center,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:03:40,USER_00000001,2002-08-16 18:06:08,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFJ.ORG_00004JH8,0.0,0.0,0.0,0.0,8,ORG_00004JFJ,,,,ORG_00004J5D,,,,,,
ORG_00004JH9,0014108AP,Shelby Presbyterian Church,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:03:47,USER_00000001,2002-10-26 11:45:36,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JH9,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHA,0014P096IOSR,Foothills/Alexander Group Home,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:03:54,USER_00000001,2002-08-16 18:06:09,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFL.ORG_00004JHA,0.0,0.0,0.0,0.0,8,ORG_00004JFL,,,,ORG_00004J5D,,,,,,
ORG_00004JHB,0014110AP,East Belmont Church of God,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:00,USER_00000001,2002-10-26 11:44:33,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHB,0.0,0.0,0.0,0.0,15,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHC,0014P096MOSR,Foothills/Cald.PSR-New Horizon,I,Krash@foothills-bhc.org,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:07,USER_00000001,2002-08-16 18:06:09,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFN.ORG_00004JHC,0.0,0.0,0.0,0.0,8,ORG_00004JFN,,,,ORG_00004J5D,,,,,,
ORG_00004JHD,0014111ADC,Wee Care Christian Daycare,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:14,USER_00000001,2002-10-26 11:42:29,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHD,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHE,0014P096POSR,Foothills/Jarvis Group Home,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:20,USER_00000001,2003-01-17 15:40:19,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFP.ORG_00004JHE,0.0,0.0,0.0,0.0,11,ORG_00004JFP,,,,ORG_00004J5D,,,,,,
ORG_00004JHF,0014113ASR,York County Council on Aging,I,wduda@comporium.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:27,USER_00000001,2002-10-26 11:44:34,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHF,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHG,0014P096ROSR,Foothills/ICF Group Home,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:34,USER_00000001,2002-10-04 08:45:27,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFR.ORG_00004JHG,0.0,0.0,0.0,0.0,11,ORG_00004JFR,,,,ORG_00004J5D,,,,,,
ORG_00004JHH,0014114AOSR,The Girls Home,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:40,USER_00000001,2002-10-26 11:44:34,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHH,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHI,0014P099AOSR,LFS/Cabarrus Group Home,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:47,USER_00000001,2002-08-16 18:06:11,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFT.ORG_00004JHI,0.0,0.0,0.0,0.0,8,ORG_00004JFT,,,,ORG_00004J5D,,,,,,
ORG_00004JHJ,0014115AOSR,Sipes Orchard Home,I,sipes@sipesorchardhome.org,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:04:56,USER_00000001,2002-10-26 11:44:33,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHJ,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHK,0014P100AOSR,G.H. for Autistic/Robert Thomp,I,ghathompson@cvnc.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:05:03,USER_00000001,2002-12-16 17:14:55,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JFV.ORG_00004JHK,0.0,0.0,0.0,0.0,20,ORG_00004JFV,,,,ORG_00004J5D,,,,,,
ORG_00004JHL,0014119ASR,Char-Meck Senior Center,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:05:10,USER_00000001,2002-08-16 18:06:25,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHL,0.0,0.0,0.0,0.0,9,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHM,0014P100BOSR,G.H. for Autistic/Marie Smith,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:05:16,USER_00000001,2002-11-07 13:03:04,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JG1.ORG_00004JHM,0.0,0.0,0.0,0.0,20,ORG_00004JG1,,,,ORG_00004J5D,,,,,,
ORG_00004JHN,0014122AP,HOPE  In Lancaster,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:05:23,USER_00000001,2002-10-26 11:42:51,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHN,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHO,0014P100COSR,G.H. for Autistic/Jack Wall,I,ghmarina@cvnc.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:05:30,USER_00000001,2003-01-09 22:00:53,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JG3.ORG_00004JHO,0.0,0.0,0.0,0.0,14,ORG_00004JG3,,,,ORG_00004J5D,,,,,,
ORG_00004JHP,0014123AP,Liberty Baptist Church,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:05:37,USER_00000001,2002-10-26 11:44:35,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHP,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004JHQ,0014P100DOSR,G.H. for Autistic/Gary Cowan,I,ghajutta@cvnc.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:05:43,USER_00000001,2002-10-09 15:50:18,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JG5.ORG_00004JHQ,0.0,0.0,0.0,0.0,14,ORG_00004JG5,,,,ORG_00004J5D,,,,,,
ORG_00004JHR,0014124AP,New Home AME Zion Church,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 18:05:50,USER_00000001,2002-10-26 11:42:51,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004JHR,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004KDJ,0014P6000HC,Harvest Center,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-14 21:26:45,USER_00000001,2002-08-16 18:09:44,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KBD.ORG_00004KDJ,0.0,0.0,0.0,0.0,8,ORG_00004KBD,,,,ORG_00004J5D,,,,,,
ORG_00004KDK,0014P6001EX,Exceptions,A,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-14 21:27:05,USER_00000001,2003-02-07 08:21:37,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KBE.ORG_00004KDK,0.0,0.0,0.0,0.0,15,ORG_00004KBE,,,,ORG_00004J5D,,,,,,
ORG_00004KDL,0014P6005DR,Disaster Relief,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-14 21:27:25,USER_00000001,2002-08-16 18:09:45,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004KBF.ORG_00004KDL,0.0,0.0,0.0,0.0,1199,ORG_00004KBF,,,,ORG_00004J5D,,,,,,
ORG_00004KH5,0024,North Texas Food Bank,A,,,,,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,PST,,,,,,,,,M,,2002-10-21 17:05:41,USER_00000001,2002-10-21 17:05:41,USER_00000001,0,ORG_00000001.ORG_00004KH5,0.0,0.0,0.0,0.0,1,ORG_00000001,,,,ORG_00004KH5,,,,,,
ORG_00000001,DEFAULT,,A,default,Default organization,,,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,PST,,,,,,,,,D,,2001-01-01 00:00:00,USER_00000001,2001-01-01 00:00:00,USER_00000001,1,ORG_00000001,,,,,0,,,,,ORG_00000001,,,,,,
ORG_00004K43,0014408AP,Hope,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:48:09,USER_00000001,2002-08-16 18:08:38,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K43,0.0,0.0,0.0,0.0,9,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004K44,0014P394NSN,CIS/Meck/Ranson,I,CISkids1@aol.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:48:22,USER_00000001,2002-10-26 11:50:42,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K2F.ORG_00004K44,0.0,0.0,0.0,0.0,19,ORG_00004K2F,,,,ORG_00004J5D,,,,,,
ORG_00004K45,0014409AP,Loaves N Fishes/Plaza UMC,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:48:36,USER_00000001,2002-08-16 18:08:38,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K45,0.0,0.0,0.0,0.0,9,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004K46,0014P394OSN,CIS/Meck/Smith,I,CISkids1@aol.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:48:49,USER_00000001,2002-08-16 18:08:33,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K2H.ORG_00004K46,0.0,0.0,0.0,0.0,8,ORG_00004K2H,,,,ORG_00004J5D,,,,,,
ORG_00004K47,0014410AP,Trinity United Methodist Ch.,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:49:03,USER_00000001,2002-08-16 18:08:39,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K47,0.0,0.0,0.0,0.0,9,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004K48,0014P394PSN,CIS/Meck/East Meck,I,CISkids1@aol.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:49:17,USER_00000001,2002-10-09 15:03:42,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K2J.ORG_00004K48,0.0,0.0,0.0,0.0,11,ORG_00004K2J,,,,ORG_00004J5D,,,,,,
ORG_00004K49,0014411AP,Kings Mountain Crisis Ministry,I,bslineberger@cs.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:49:31,USER_00000001,2002-10-23 21:05:01,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K49,0.0,0.0,0.0,0.0,12,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004K4A,0014P394QSN,CIS/Meck/Garinger,I,CISkids1@aol.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:49:49,USER_00000001,2002-10-24 16:35:38,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K2L.ORG_00004K4A,0.0,0.0,0.0,0.0,14,ORG_00004K2L,,,,ORG_00004J5D,,,,,,
ORG_00004K4B,0014412AAS,BNG Clubs of Our Town,I,csbgcot@bellsouth.net,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:50:02,USER_00000001,2003-01-09 22:44:12,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K4B,0.0,0.0,0.0,0.0,18,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
ORG_00004K4C,0014P394RSN,CIS/Meck/Myers Park,I,CISkids1@aol.com,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:50:16,USER_00000001,2002-08-16 18:08:34,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K2N.ORG_00004K4C,0.0,0.0,0.0,0.0,8,ORG_00004K2N,,,,ORG_00004J5D,,,,,,
ORG_00004K4D,0014413ADC,Anson Childrens Center,I,,,,,USD,"*###,##0.00","###,##0.00",",",3,.,en,US,,EST,,,,,,,,,S,,2002-08-13 19:50:30,USER_00000001,2002-08-16 18:08:40,USER_00000001,0,ORG_00000001.ORG_00004J5D.ORG_00004K4D,0.0,0.0,0.0,0.0,9,ORG_00004J5D,,,,ORG_00004J5D,,,,,,
