DOCUMENTID,AFFILIATEWEBID,BIDAMOUNT,BIDDATE,BIDTIME,RANK,AVAILABLELOADS,STATUS,ISINITIATOR,GROUPID,PASSKEY,LOADS,REASON,WINNINGBID,USERNAME,CREDITSHARES,SHARES,GROSSWEIGHT,DESCRIPTION,ID,INITIATORWEBID,WONLOAD,WINNINGBIDLOAD,AUCTIONDATE,SESSIONINFO,TRANSPORTATION
BL229561,StCharlesZD,2.0,20231114.0,1504.0,0.0,18,3.0,1.0,,,1.0,,2.0,melandfear,0.0,2.0,41160.0,"Dough, Cres - test overallocation 2",302668.0,,1.0,1.0,20231114.0,2,0
BL229571,Akron,1.0,20231114.0,1018.0,0.0,1,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,13811.9,"Test, test contact carryover, ml 11/14",302660.0,,1.0,1.0,20231114.0,2,0
ID_9219,Chicago,100.0,20240201.0,1158.0,0.0,248,7.0,1.0,,,1.0,Bid Amount less than Minimum Reserve Shares,,melandfear,0.0,0.0,100.0,Test Load,302742.0,,,0.0,20240201.0,1,0
BL251788,Elpasoan,-2000.0,20240319.0,913.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,melandfear,0.0,-2000.0,6151.68,"Snack, Popcorn",302744.0,,1.0,1.0,20240319.0,1,0
BL251790,Chicago,100.0,20240402.0,1018.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,35469.94,"Nutri, Pediasure (Test donor express)",302745.0,,1.0,1.0,20240402.0,1,0
BL251782,Chicago,100.0,20240402.0,1018.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,36000.0,"Meat, Fish Stick, $1.00 vap",302746.0,,1.0,1.0,20240402.0,1,0
BL251796,StLouis,-2000.0,20240402.0,1021.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,melandfear,0.0,-2000.0,36000.0,"Test, seafood",302747.0,,1.0,1.0,20240402.0,1,0
BL251780,StLouis,5.0,20240402.0,1021.0,0.0,1,3.0,1.0,,,1.0,,5.0,melandfear,0.0,5.0,19492.66,Kind Nut Bars,302748.0,,1.0,1.0,20240402.0,1,0
BL251784,StLouis,5.0,20240402.0,1021.0,0.0,1,3.0,1.0,,,1.0,,5.0,melandfear,0.0,5.0,16674.0,"dsrt, cream pies",302749.0,,1.0,1.0,20240402.0,1,0
ID_11156,ColumbiaSC,2500.0,20240411.0,1524.0,0.0,1,3.0,1.0,,,1.0,,2500.0,melandfear,0.0,2500.0,5000.0,"Test Grain, Corn March 2024",302750.0,,1.0,1.0,20240411.0,2,0
L167007,StCharles,5000.0,20171010.0,1643.0,0.0,1,3.0,1.0,,,1.0,,5000.0,mloeffl,0.0,5000.0,12300.0,Test ML on 10/10,301908.0,,1.0,1.0,20171011.0,1,0
L163087,Nashville,100.0,20171025.0,1013.0,0.0,3,3.0,1.0,,,1.0,,100.0,ctheus,0.0,100.0,8126.2,"Bev, Protein Water, Iced Tea",301912.0,,1.0,1.0,20171025.0,1,1
L167291,StCharles,500.0,20180115.0,1110.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,700.0,mloeffl,0.0,0.0,26640.0,AA Test 12/18,302015.0,,1.0,1.0,20180115.0,1,0
L163130,StCharles,600.0,20180115.0,1111.0,0.0,1,3.0,1.0,,,1.0,,600.0,mloeffl,0.0,600.0,21.17,"Condo, Taco Seasoning",302016.0,,1.0,1.0,20180115.0,1,0
L167291,Chicago,700.0,20180115.0,1105.0,0.0,1,3.0,1.0,,,1.0,,700.0,mloeffl,0.0,700.0,26640.0,AA Test 12/18,302008.0,,1.0,1.0,20180115.0,1,1
BL167510,Austin,10.0,20180118.0,1048.0,0.0,1,3.0,1.0,,,1.0,,10.0,Dan,0.0,10.0,21708.0,Dan Test 1 18 18 wd18010106,302039.0,,1.0,1.0,20180118.0,1,1
BL167508,Chicago,-2000.0,20180118.0,1049.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,mloeffl,0.0,-2000.0,28944.0,"Snack, Asst Sank. Test",302040.0,,1.0,1.0,20180118.0,1,0
BL167514,Chicago,-2000.0,20180118.0,1049.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,mloeffl,0.0,-2000.0,21600.0,"Snack, Test Assorted Snacks",302041.0,,1.0,1.0,20180118.0,1,0
BL167510,Chicago,-200.0,20180118.0,1050.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,10.0,mloeffl,0.0,0.0,21708.0,Dan Test 1 18 18 wd18010106,302042.0,,1.0,1.0,20180118.0,1,0
BL167507,Chicago,1000.0,20180118.0,1050.0,0.0,1,3.0,1.0,,,1.0,,1000.0,mloeffl,0.0,1000.0,28944.0,"Juice, Marion testing",302043.0,,1.0,1.0,20180118.0,1,0
BL167474,Chicago,1000.0,20180118.0,1050.0,0.0,1,3.0,1.0,,,1.0,,1000.0,mloeffl,0.0,1000.0,28944.0,"Juice, Orange Juice Tropicana test 5",302044.0,,1.0,1.0,20180118.0,1,0
BL167526,Atlanta,100.0,20180118.0,1051.0,0.0,2,3.0,1.0,,,1.0,,100.0,cswann,0.0,100.0,42000.0,cswann@feedingamerica.orgtest,302045.0,,1.0,1.0,20180118.0,1,0
BL167527,Atlanta,150.0,20180118.0,1051.0,0.0,1,3.0,1.0,,,1.0,,150.0,cswann,0.0,150.0,42000.0,cswann@feedingamerica.org,302046.0,,1.0,1.0,20180118.0,1,0
L163077,Atlanta,100.0,20180118.0,1052.0,0.0,1,3.0,1.0,,,1.0,,100.0,cswann,0.0,100.0,2459.62,"Z- Baby food, testing Z load retest",302047.0,,1.0,1.0,20180118.0,1,0
ID_8727,Atlanta,3000.0,20180118.0,1052.0,0.0,1,3.0,1.0,,,1.0,,3000.0,cswann,0.0,3000.0,5000.0,AA Mike Test Maroon Load,302048.0,,1.0,1.0,20180118.0,1,0
L163065,Atlanta,1.0,20180118.0,1052.0,0.0,2,3.0,1.0,,,1.0,,1.0,cswann,0.0,1.0,3238.97,Change Min Shares 1,302052.0,,1.0,1.0,20180118.0,1,0
L167199,Atlanta,1.0,20180118.0,1052.0,0.0,1,3.0,1.0,,,1.0,,1.0,cswann,0.0,1.0,18000.0,"Chicken, Turkey, Ham, Possum Meals",302053.0,,1.0,1.0,20180118.0,1,0
BL167529,Chicago,-2000.0,20180118.0,1054.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,mloeffl,0.0,-2000.0,29088.0,"Mix, Cereal, Pop Tarts, SEE NOTES",302054.0,,1.0,1.0,20180118.0,1,0
BL167505,Lincoln,1000.0,20180118.0,1129.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,2000.0,vjohnson,0.0,0.0,24000.0,"Snack, Vickie Stress 5",302055.0,,1.0,1.0,20180119.0,1,0
BL167515,Lincoln,1000.0,20180118.0,1129.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,2000.0,vjohnson,0.0,0.0,28800.0,"Snack, Vickie Stress 5 2nd rrnd",302056.0,,1.0,1.0,20180119.0,1,0
BL167505,StCharles,2000.0,20180118.0,1133.0,0.0,1,3.0,1.0,,,1.0,,2000.0,vjohnson,0.0,2000.0,24000.0,"Snack, Vickie Stress 5",302057.0,,1.0,1.0,20180119.0,1,0
BL167515,StCharles,2000.0,20180118.0,1133.0,0.0,1,3.0,1.0,,,1.0,,2000.0,vjohnson,0.0,2000.0,28800.0,"Snack, Vickie Stress 5 2nd rrnd",302058.0,,1.0,1.0,20180119.0,1,0
BL167677,SiouxFalls,200.0,20180124.0,1507.0,0.0,1,3.0,1.0,,,1.0,,200.0,srosario,0.0,200.0,42500.0,"Mix, Sauce, Noodles, Test3SR",302068.0,,1.0,1.0,20180124.0,2,0
BL167678,SiouxFalls,200.0,20180124.0,1508.0,0.0,1,3.0,1.0,,,1.0,,200.0,srosario,0.0,200.0,38060.0,"Mix, Sauce, Noodles, Test4SR",302069.0,,1.0,1.0,20180124.0,2,0
BL167670,Fargo,100.0,20180124.0,1448.0,0.0,1,3.0,1.0,,,1.0,,100.0,srosario,0.0,100.0,32750.0,"Mix, Sauce Noodles, TestSR",302066.0,,1.0,1.0,20180124.0,2,0
BL167676,Fargo,200.0,20180124.0,1505.0,0.0,1,3.0,1.0,,,1.0,,200.0,srosario,0.0,200.0,43000.0,"Mix, Sauce, Noodles, Test2SR",302067.0,,1.0,1.0,20180124.0,2,0
BL181046,Atlanta,1.0,20190322.0,1540.0,0.0,3,3.0,1.0,,,1.0,,1.0,ctheus,0.0,1.0,42699.43,AAML Test 1,302210.0,,1.0,1.0,20190322.0,2,1
BL177521,Atlanta,-3000.0,20190322.0,1540.0,0.0,1,3.0,1.0,,,1.0,,-3000.0,ctheus,0.0,-3000.0,27825.0,"Z - DSRT, Frzn Wt Choc Chunk Scone **Missing Wt Choc Chunks**",302208.0,,1.0,1.0,20190322.0,2,1
BL181048,Atlanta,-1900.0,20190322.0,1540.0,0.0,2,3.0,1.0,,,1.0,,-1900.0,ctheus,0.0,-1900.0,10118.06,AAML Test 3,302209.0,,1.0,1.0,20190322.0,2,1
BL181046,Atlanta,10.0,20200324.0,1102.0,0.0,3,3.0,1.0,,,1.0,,10.0,Manish,0.0,10.0,42278.23,AAML Test 1,302246.0,,1.0,1.0,20200324.0,1,0
BL181181,Atlanta,100.0,20200902.0,1343.0,0.0,1,3.0,1.0,,,1.0,,100.0,ajefferson,0.0,100.0,5200.0,"NF, Banana Boxes",302258.0,,1.0,1.0,20200902.0,2,0
BL202121,SanJoseZC,1000.0,20210129.0,1415.0,0.0,6,3.0,1.0,,,1.0,,1000.0,mloeffl,0.0,1000.0,33416.64,AAA Test 4,302269.0,,1.0,1.0,20210129.0,2,0
BL202115,Atlanta,500.0,20210129.0,1403.0,0.0,6,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,33416.64,AAA Test 1,302265.0,,1.0,1.0,20210129.0,2,0
BL202115,SanJoseZC,1000.0,20210129.0,1407.0,0.0,6,3.0,1.0,,,1.0,,1000.0,mloeffl,0.0,1000.0,33416.64,AAA Test 1,302266.0,,1.0,1.0,20210129.0,2,0
BL202123,SanJoseZC,1000.0,20210129.0,1416.0,0.0,6,3.0,1.0,,,1.0,,1000.0,mloeffl,0.0,1000.0,33416.64,AAA Test 5,302270.0,,1.0,1.0,20210129.0,2,0
BL202121,Atlanta,500.0,20210129.0,1417.0,0.0,6,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,33416.64,AAA Test 4,302271.0,,1.0,1.0,20210129.0,2,0
BL202123,Atlanta,500.0,20210129.0,1417.0,0.0,6,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,33416.64,AAA Test 5,302272.0,,1.0,1.0,20210129.0,2,0
BL192157,manchesterzd,-2000.0,20211029.0,1051.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,ajefferson,0.0,-2000.0,19297.46,"Mix, Cereal, Crackers, Bars, READ NOTES",302292.0,,1.0,1.0,20211029.0,1,1
ID_9219,Chicago,111.0,20220518.0,1126.0,0.0,248,7.0,1.0,,,1.0,Bid Amount less than Minimum Reserve Shares,,mloeffl,0.0,0.0,100.0,Test Load,302315.0,,,0.0,20220518.0,1,0
BL181150,StCharlesZD,1.0,20220518.0,1118.0,0.0,1,3.0,1.0,,,1.0,,1.0,ctheus,0.0,1.0,11060.0,cluster mid ohio,302313.0,,1.0,1.0,20220518.0,1,1
ML9946,Chicago,200.0,20220518.0,1126.0,0.0,1,3.0,1.0,,,1.0,,200.0,mloeffl,0.0,200.0,27000.0,"Salvage, Unsorted  retail pickup product",302316.0,,1.0,1.0,20220518.0,1,0
BL202142,Chicago,111.0,20220518.0,1127.0,0.0,2,3.0,1.0,,,1.0,,111.0,mloeffl,0.0,111.0,27777.57,a,302317.0,,1.0,1.0,20220518.0,1,0
BL202119,Chicago,111.0,20220518.0,1127.0,0.0,4,3.0,1.0,,,1.0,,111.0,mloeffl,0.0,111.0,33416.64,AA Test 3,302318.0,,1.0,1.0,20220518.0,1,0
BL217102,Chicago,-2000.0,20220518.0,1127.0,0.0,4,3.0,1.0,,,1.0,,-2000.0,mloeffl,0.0,-2000.0,28800.0,aaa,302319.0,,1.0,1.0,20220518.0,1,0
BL202115,Chicago,-2000.0,20220518.0,1127.0,0.0,4,3.0,1.0,,,1.0,,-2000.0,mloeffl,0.0,-2000.0,33416.64,AAA Test 1,302320.0,,1.0,1.0,20220518.0,1,0
BL202117,Chicago,-2000.0,20220518.0,1128.0,0.0,5,3.0,1.0,,,1.0,,-2000.0,mloeffl,0.0,-2000.0,33416.64,AAA Test 2,302321.0,,1.0,1.0,20220518.0,1,0
BL202143,Chicago,-2000.0,20220518.0,1128.0,0.0,4,3.0,1.0,,,1.0,,-2000.0,mloeffl,0.0,-2000.0,7062.63,b,302322.0,,1.0,1.0,20220518.0,1,0
BL217027,Chicago,-1000.0,20220518.0,1128.0,0.0,1,3.0,1.0,,,1.0,,-1000.0,mloeffl,0.0,-1000.0,37500.0,Clean-BMTest1,302323.0,,1.0,1.0,20220518.0,1,0
BL217101,Chicago,-2000.0,20220518.0,1128.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,mloeffl,0.0,-2000.0,18575.0,dddd,302324.0,,1.0,1.0,20220518.0,1,0
BL229359,StCharlesZD,-10.0,20220518.0,1140.0,0.0,2,3.0,1.0,,,1.0,,-10.0,ctheus,0.0,-10.0,7240.16,cereal 3,302325.0,,1.0,1.0,20220518.0,1,1
BL229359,StCharlesZD,1.0,20220518.0,1141.0,0.0,2,3.0,1.0,,,1.0,,1.0,ctheus,0.0,1.0,7240.16,cereal 3,302326.0,,1.0,1.0,20220518.0,1,1
BL179399,StCharlesZD,1.0,20220518.0,1120.0,0.0,1,3.0,1.0,,,1.0,,1.0,ctheus,0.0,1.0,42900.0,"Z-BEV, Chilled Lipton Unswt Grn Tea, Blck Tea 59OZ",302314.0,,1.0,1.0,20220518.0,1,1
BL229360,ArdenHillsZD,1000.0,20220518.0,1151.0,0.0,1,3.0,1.0,,,1.0,,1000.0,melandfear,0.0,1000.0,1260.0,Choice test,302327.0,,1.0,1.0,20220518.0,1,0
BL202117,Chicago,1.0,20220518.0,1215.0,0.0,4,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,33416.64,AAA Test 2,302330.0,,1.0,1.0,20220518.0,2,0
BL202143,Chicago,1.0,20220518.0,1215.0,0.0,3,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,7062.63,b,302331.0,,1.0,1.0,20220518.0,2,0
BL198312,Chicago,1.0,20220518.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,17299.43,"Dsrt, Duncan Hines Pie Fillings, Brownie Mix, Muffins, UDIS Cinnamon Coffee",302332.0,,1.0,1.0,20220518.0,2,0
BL181189,Chicago,1.0,20220518.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,19600.0,eryrthft,302333.0,,1.0,1.0,20220518.0,2,0
BL202131,Chicago,1.0,20220518.0,1215.0,0.0,3,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,27661.82,load 1,302334.0,,1.0,1.0,20220518.0,2,0
BL214416,Chicago,1.0,20220518.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,42240.0,"Meal, Frozen Chicken Noodle Soup ( Foodservice 4x8lb bags)",302335.0,,1.0,1.0,20220518.0,2,0
BL216977,Chicago,1.0,20220518.0,1215.0,0.0,3,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,17300.42,"Meal, PF Chang, MARIE CALLENDERS,CHKN 30 lbs",302336.0,,1.0,1.0,20220518.0,2,0
BL216980,Chicago,1.0,20220518.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,19334.4,"Meal, PF Chang, MARIE CALLENDERS,CHKN 30 lbs",302337.0,,1.0,1.0,20220518.0,2,0
BL216988,Chicago,1.0,20220518.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,20496.4,"MIX, Bread, Birds Eye, Pizza",302338.0,,1.0,1.0,20220518.0,2,0
BL181145,Chicago,1.0,20220518.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,32091.48,test load AA,302339.0,,1.0,1.0,20220518.0,2,0
BL216936,Chicago,1.0,20220518.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,3316.0,"Z-Snack, Angies popcorn",302340.0,,1.0,1.0,20220518.0,2,0
BL216940,Chicago,1.0,20220518.0,1215.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,26532.0,"Mixed, Chili, Popcorn",302341.0,,1.0,1.0,20220518.0,2,0
BL217039,Chicago,1.0,20220518.0,1215.0,0.0,9,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,33220.48,test 11,302342.0,,1.0,1.0,20220518.0,2,0
BL202142,Chicago,1.0,20220518.0,1214.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,27777.57,a,302328.0,,1.0,1.0,20220518.0,2,0
BL217102,Chicago,1.0,20220518.0,1214.0,0.0,3,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,28800.0,aaa,302329.0,,1.0,1.0,20220518.0,2,0
BL181138,Chicago,1.0,20220518.0,1216.0,0.0,3,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,17.55,Snacks,302343.0,,1.0,1.0,20220518.0,2,0
BL202117,Chicago,2.0,20220518.0,1216.0,0.0,4,3.0,1.0,,,1.0,,2.0,mloeffl,0.0,2.0,33416.64,AAA Test 2,302344.0,,1.0,1.0,20220518.0,2,0
BL202117,Chicago,3.0,20220518.0,1216.0,0.0,4,3.0,1.0,,,1.0,,3.0,mloeffl,0.0,3.0,33416.64,AAA Test 2,302345.0,,1.0,1.0,20220518.0,2,0
BL202117,Chicago,4.0,20220518.0,1217.0,0.0,4,3.0,1.0,,,1.0,,4.0,mloeffl,0.0,4.0,33416.64,AAA Test 2,302346.0,,1.0,1.0,20220518.0,2,0
BL195637,Chicago,1.0,20220518.0,1217.0,0.0,1,3.0,1.0,,,1.0,,1.0,mloeffl,0.0,1.0,18223.14,"Snack, Cookies, Crackers, Grahams, Belvita",302347.0,,1.0,1.0,20220518.0,2,0
BL216977,Chicago,2.0,20220518.0,1217.0,0.0,3,3.0,1.0,,,1.0,,2.0,mloeffl,0.0,2.0,17300.42,"Meal, PF Chang, MARIE CALLENDERS,CHKN 30 lbs",302348.0,,1.0,1.0,20220518.0,2,0
BL216977,Chicago,3.0,20220518.0,1217.0,0.0,3,3.0,1.0,,,1.0,,3.0,mloeffl,0.0,3.0,17300.42,"Meal, PF Chang, MARIE CALLENDERS,CHKN 30 lbs",302349.0,,1.0,1.0,20220518.0,2,0
BL202108,Chicago,3.0,20220518.0,1218.0,0.0,2,3.0,1.0,,,1.0,,3.0,mloeffl,0.0,3.0,24079.66,t1,302350.0,,1.0,1.0,20220518.0,2,0
BL202131,Chicago,3.0,20220518.0,1218.0,0.0,3,3.0,1.0,,,1.0,,3.0,mloeffl,0.0,3.0,27661.82,load 1,302351.0,,1.0,1.0,20220518.0,2,0
BL202131,Chicago,4.0,20220518.0,1218.0,0.0,3,3.0,1.0,,,1.0,,4.0,mloeffl,0.0,4.0,27661.82,load 1,302352.0,,1.0,1.0,20220518.0,2,0
BL217102,Chicago,3.0,20220518.0,1218.0,0.0,3,3.0,1.0,,,1.0,,3.0,mloeffl,0.0,3.0,28800.0,aaa,302353.0,,1.0,1.0,20220518.0,2,0
BL217102,Chicago,4.0,20220518.0,1218.0,0.0,3,3.0,1.0,,,1.0,,4.0,mloeffl,0.0,4.0,28800.0,aaa,302354.0,,1.0,1.0,20220518.0,2,0
BL181138,Chicago,5.0,20220518.0,1220.0,0.0,3,3.0,1.0,,,1.0,,5.0,mloeffl,0.0,5.0,17.55,Snacks,302355.0,,1.0,1.0,20220518.0,2,0
BL181138,Chicago,6.0,20220518.0,1220.0,0.0,3,3.0,1.0,,,1.0,,6.0,mloeffl,0.0,6.0,17.55,Snacks,302356.0,,1.0,1.0,20220518.0,2,0
BL202143,Chicago,7.0,20220518.0,1221.0,0.0,3,3.0,1.0,,,1.0,,7.0,mloeffl,0.0,7.0,7062.63,b,302357.0,,1.0,1.0,20220518.0,2,0
BL202143,Chicago,8.0,20220518.0,1221.0,0.0,3,3.0,1.0,,,1.0,,8.0,mloeffl,0.0,8.0,7062.63,b,302358.0,,1.0,1.0,20220518.0,2,0
BL229361,ArdenHillsZD,1000.0,20220518.0,1515.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,11000.0,melandfear,0.0,0.0,81318.0,"NDP, Oat Milk, Test Joint bid multi",302359.0,,1.0,1.0,20220518.0,2,0
BL229361,Elmira,8000.0,20220518.0,1519.0,0.0,1,3.0,1.0,,melandfear_BL229361_Elmira,1.0,,11000.0,melandfear,7999.0,1.0,81318.0,"NDP, Oat Milk, Test Joint bid multi",302360.0,,1.0,1.0,20220518.0,2,0
BL229361,EastSyracuse,3000.0,20220518.0,1525.0,0.0,1,3.0,0.0,,melandfear_BL229361_Elmira,1.0,,11000.0,melandfear,0.0,3000.0,81318.0,"NDP, Oat Milk, Test Joint bid multi",302360.0,Elmira,1.0,1.0,20220518.0,2,0
BL229361,EastSyracuse,5000.0,20220518.0,1522.0,0.0,1,7.0,1.0,,melandfear_BL229361_EastSyracuse,1.0,All the Affilates did not bid,,melandfear,0.0,0.0,81318.0,"NDP, Oat Milk, Test Joint bid multi",302361.0,,,0.0,20220518.0,2,0
BL229361,Elmira,0.0,20220518.0,1523.0,0.0,1,7.0,0.0,,melandfear_BL229361_EastSyracuse,1.0,All the Affilates did not bid,,melandfear,0.0,0.0,81318.0,"NDP, Oat Milk, Test Joint bid multi",302361.0,EastSyracuse,,0.0,20220518.0,2,0
BL229426,SaltLakeCity,100.0,20221026.0,1559.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,24000.0,"meatk, seafood",302402.0,,1.0,1.0,20221026.0,2,0
BL251783,Chicago,1.0,20240201.0,1217.0,0.0,1,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,17796.15,"MIX, Breakfast Patties Bulk, Pizza, etc",302743.0,,1.0,1.0,20240201.0,2,0
BL251806,Atlanta,-1999.0,20240718.0,1029.0,0.0,116,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,36540.0,Test 200 Corn,302759.0,,1.0,1.0,20240718.0,1,0
BL169059,Atlanta,500.0,20180619.0,1459.0,0.0,2,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,4608.0,Dole Test 1,302137.0,,1.0,1.0,20180619.0,2,0
BL169060,Atlanta,500.0,20180619.0,1459.0,0.0,2,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,2496.0,Dole Test 2,302138.0,,1.0,1.0,20180619.0,2,0
BL167651,Boston,-1550.0,20180723.0,1538.0,0.0,10,3.0,1.0,,,1.0,,-1550.0,ctheus,0.0,-1550.0,21600.0,"BP, VJ YM03 - 12 TLs",302145.0,,1.0,1.0,20180723.0,2,1
ID_8729,Boston,3000.0,20180723.0,1537.0,0.0,1,3.0,1.0,,,1.0,,3000.0,ctheus,0.0,3000.0,15600.0,Assorted Products,302143.0,,1.0,1.0,20180723.0,2,1
BL169056,Boston,-2000.0,20180723.0,1538.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,ctheus,0.0,-2000.0,4148.77,CHIPS,302144.0,,1.0,1.0,20180723.0,2,1
L163056,Boston,1.0,20180726.0,1534.0,0.0,2,3.0,1.0,,,1.0,,1.0,dkrause,0.0,1.0,9065.0,Dan Testing WD17070049,302149.0,,1.0,1.0,20180726.0,2,1
L163040,Boston,1.0,20180726.0,1534.0,0.0,1,3.0,1.0,,,1.0,,1.0,dkrause,0.0,1.0,7833.8,"Dairy, Peach Milk, Vanilla Milk",302148.0,,1.0,1.0,20180726.0,2,1
BL169081,Gary,1.0,20180726.0,1506.0,0.0,1,3.0,1.0,,,1.0,,1.0,Dan,0.0,1.0,5692.88,testing pickup,302146.0,,1.0,1.0,20180726.0,2,1
BL169083,Gary,1.0,20180726.0,1508.0,0.0,1,3.0,1.0,,,1.0,,1.0,Dan,0.0,1.0,10770.0,testing pickup,302147.0,,1.0,1.0,20180726.0,2,1
BL177619,Atlanta,1.0,20190315.0,1551.0,0.0,1,3.0,1.0,,,1.0,,1.0,ctheus,0.0,1.0,37435.69,Z-NF 40 & 50 lb. Pellets Water Softner,302202.0,,1.0,1.0,20190315.0,2,1
BL177609,Atlanta,1.0,20190315.0,1551.0,0.0,1,3.0,1.0,,,1.0,,1.0,ctheus,0.0,1.0,20416.91,"Z-NF, $0 & 50 lb. Pellet System Salt  *Read Notes*",302203.0,,1.0,1.0,20190315.0,2,1
BL178282,Atlanta,10.0,20190315.0,1551.0,0.0,1,3.0,1.0,,,1.0,,10.0,ctheus,0.0,10.0,7175.0,"Z-NF, Corrugated Boxes",302204.0,,1.0,1.0,20190315.0,2,1
BL181046,Atlanta,-1999.0,20190315.0,1550.0,0.0,4,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,42699.43,AAML Test 1,302200.0,,1.0,1.0,20190315.0,2,1
BL179399,Atlanta,1.0,20190315.0,1550.0,0.0,2,3.0,1.0,,,1.0,,1.0,ctheus,0.0,1.0,42900.0,"Z-BEV, Chilled Lipton Unswt Grn Tea, Blck Tea 59OZ",302201.0,,1.0,1.0,20190315.0,2,1
BL181020,Atlanta,20.0,20190315.0,1552.0,0.0,1,3.0,1.0,,,1.0,,20.0,ctheus,0.0,20.0,180940.97,"Test, See if Coles comes through with apostrophe",302205.0,,1.0,1.0,20190315.0,2,1
BL179063,Montgomery,-3500.0,20190321.0,1442.0,0.0,1,3.0,1.0,,,1.0,,-3500.0,ctheus,0.0,-3500.0,11118.7,"Z-HBC, Asst HBC (READ NOTES)",302206.0,,1.0,1.0,20190321.0,2,0
BL177620,Montgomery,-2000.0,20190321.0,1442.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,ctheus,0.0,-2000.0,28664.55,"Z-Mix, Assorted Salts and Water Sofnter Salt  *Read Notes*",302207.0,,1.0,1.0,20190321.0,2,0
ID_9205,Lincoln,3000.0,20190408.0,1152.0,0.0,1,3.0,1.0,,,1.0,,3000.0,ctheus,0.0,3000.0,10000.0,"Pet, Dog Food",302217.0,,1.0,1.0,20190408.0,1,0
ID_9205,Boston,2005.0,20190408.0,1156.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,3000.0,ctheus,0.0,0.0,10000.0,"Pet, Dog Food",302219.0,,1.0,1.0,20190408.0,1,1
ID_9206,Atlanta,2500.0,20190408.0,1158.0,0.0,1,3.0,1.0,,,1.0,,2500.0,ctheus,0.0,2500.0,1.0,"NF, aaa - Not Spaghettios   Just the letter A.",302220.0,,1.0,1.0,20190408.0,1,1
BL181002,Atlanta,5.0,20190419.0,1351.0,0.0,1,3.0,1.0,,,1.0,,5.0,ctheus,0.0,5.0,40791.0,test 1120B,302221.0,,1.0,1.0,20190419.0,2,1
BL179402,Atlanta,10.0,20190419.0,1352.0,0.0,1,3.0,1.0,,,1.0,,10.0,ctheus,0.0,10.0,19116.41,"Z-BEV, Asst Chilled Lipton Teas, Trop Juice, Naked Juice Smoothie",302222.0,,1.0,1.0,20190419.0,2,1
BL181050,ColumbusZD,2000.0,20200129.0,1344.0,0.0,1,3.0,1.0,,,1.0,,2000.0,Dan,0.0,2000.0,19576.66,AAML Test,302241.0,,1.0,1.0,20200129.0,2,0
